,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
0,,886,FOREIGN MARC INFORMATION FIELD (R),Type of field,0,Leader,Undefined,#,Undefined,,,a,Tag of the foreign MARC field (NR),,,,,,,,,,,,,
1,,886,FOREIGN MARC INFORMATION FIELD (R),Type of field,1,Variable control fields (002-009),Undefined,#,Undefined,,,a,Tag of the foreign MARC field (NR),,,,,,,,,,,,,
2,,886,FOREIGN MARC INFORMATION FIELD (R),Type of field,2,Variable data fields (010-999),Undefined,#,Undefined,,,a,Tag of the foreign MARC field (NR),,,,,,,,,,,,,
3,,886,FOREIGN MARC INFORMATION FIELD (R),Type of field,0,Leader,Undefined,#,Undefined,,,a-z,Foreign MARC subfield (R),,,,,,,,,,,,,
4,,886,FOREIGN MARC INFORMATION FIELD (R),Type of field,1,Variable control fields (002-009),Undefined,#,Undefined,,,a-z,Foreign MARC subfield (R),,,,,,,,,,,,,
5,,886,FOREIGN MARC INFORMATION FIELD (R),Type of field,2,Variable data fields (010-999),Undefined,#,Undefined,,,a-z,Foreign MARC subfield (R),,,,,,,,,,,,,
6,,886,FOREIGN MARC INFORMATION FIELD (R),Type of field,0,Leader,Undefined,#,Undefined,,,b,Content of the foreign MARC field (NR),,,,,,,,,,,,,
7,,886,FOREIGN MARC INFORMATION FIELD (R),Type of field,1,Variable control fields (002-009),Undefined,#,Undefined,,,b,Content of the foreign MARC field (NR),,,,,,,,,,,,,
8,,886,FOREIGN MARC INFORMATION FIELD (R),Type of field,2,Variable data fields (010-999),Undefined,#,Undefined,,,b,Content of the foreign MARC field (NR),,,,,,,,,,,,,
9,,886,FOREIGN MARC INFORMATION FIELD (R),Type of field,0,Leader,Undefined,#,Undefined,,,2,Source of data (NR),,,,,,,,,,,,,
10,,886,FOREIGN MARC INFORMATION FIELD (R),Type of field,0,Leader,Undefined,#,Undefined,,,0-9,Foreign MARC subfield (R),,,,,,,,,,,,,
11,,886,FOREIGN MARC INFORMATION FIELD (R),Type of field,1,Variable control fields (002-009),Undefined,#,Undefined,,,2,Source of data (NR),,,,,,,,,,,,,
12,,886,FOREIGN MARC INFORMATION FIELD (R),Type of field,1,Variable control fields (002-009),Undefined,#,Undefined,,,0-9,Foreign MARC subfield (R),,,,,,,,,,,,,
13,,886,FOREIGN MARC INFORMATION FIELD (R),Type of field,2,Variable data fields (010-999),Undefined,#,Undefined,,,2,Source of data (NR),,,,,,,,,,,,,
14,,886,FOREIGN MARC INFORMATION FIELD (R),Type of field,2,Variable data fields (010-999),Undefined,#,Undefined,,,0-9,Foreign MARC subfield (R),,,,,,,,,,,,,
