,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
0,done,653,INDEX TERM--UNCONTROLLED (R),Level of index term,*, ,Type of term or name,#,No information provided,,,$a,,,,,,,,https://www.rdaregistry.info/Elements/w/datatype/#P10256,has subject,unstructured description,"<work> rdawd:P10256 ""a""",,,coded - CP 2024-08-29
1,done,653,INDEX TERM--UNCONTROLLED (R),Level of index term,*, ,Type of term or name,0,Topical term,,,$a,,,,,,,,https://www.rdaregistry.info/Elements/w/datatype/#P10256,has subject,unstructured description,"<work> rdawd:P10256 ""a""",,,coded - CP 2024-08-29
2,done,653,INDEX TERM--UNCONTROLLED (R),Level of index term,*, ,Type of term or name,1,Personal name,,,$a,,,,,,,,https://www.rdaregistry.info/Elements/w/datatype/#P10261,has subject person,unstructured description,"<work> rdawd:P10261 ""a""",,,coded - CP 2024-08-30
3,done,653,INDEX TERM--UNCONTROLLED (R),Level of index term,*, ,Type of term or name,2,Corporate name,,,$a,,,,,,,,https://www.rdaregistry.info/Elements/w/datatype/#P10263,has subject corporate body,unstructured description,"<work> rdawd:P10263 ""a""",,,coded - CP 2024-08-30
4,done,653,INDEX TERM--UNCONTROLLED (R),Level of index term,*, ,Type of term or name,3,Meeting name,,,$a,,,,,,,,https://www.rdaregistry.info/Elements/w/datatype/#P10263,has subject corporate body,unstructured description,"<work> rdawd:P10263 ""a""",,,coded - CP 2024-08-30
5,done,653,INDEX TERM--UNCONTROLLED (R),Level of index term,*, ,Type of term or name,4,Chronological term,,,$a,,,,,,,,https://www.rdaregistry.info/Elements/w/datatype/#P10322,has subject timespan,unstructured description,"<work> rdawd:P10322 ""a""",,,coded - CP 2024-08-30
6,done,653,INDEX TERM--UNCONTROLLED (R),Level of index term,*, ,Type of term or name,5,Geographic name,,,$a,,,,,,,,https://www.rdaregistry.info/Elements/w/datatype/#P10321,has subject place,unstructured description,"<work> rdawd:P10321 ""a""",,,coded - CP 2024-08-30
7,done,653,INDEX TERM--UNCONTROLLED (R),Level of index term,*, ,Type of term or name,6,Genre/form term,,,$a,,,,,,,,https://www.rdaregistry.info/Elements/w/datatype/#P10004,has category of work,unstructured description,"<work> rdawd:P10004 ""a""",,,coded - CP 2024-08-29
8,not mapped,653,INDEX TERM--UNCONTROLLED (R),Level of index term,*, ,Type of term or name,*, ,,,$0|$1,,,,,,,,,,,"The heading/index values are uncontrolled by definition, so they map to the uncontrolled recording method with a datatype element and no provenance/source.","subfields $0 and $1 contradict the semantics of the field, which is 'uncontrolled', so they should be ignored if they appear.",,
9,delete,653,INDEX TERM--UNCONTROLLED (R),Level of index term,0,No level specified,Type of term or name,#,No information provided,,,a,Uncontrolled term (R),,,,,,,,,,,,,
