,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
0,,885,MATCHING INFORMATION (R),Undefined,#,Undefined,Undefined,#,Undefined,,,a,Matching information (NR),,,,,,,,,,,,,
1,,885,MATCHING INFORMATION (R),Undefined,#,Undefined,Undefined,#,Undefined,,,b,Status of matching and its checking (NR),,,,,,,,,,,,,
2,,885,MATCHING INFORMATION (R),Undefined,#,Undefined,Undefined,#,Undefined,,,c,Confidence value (NR),,,,,,,,,,,,,
3,,885,MATCHING INFORMATION (R),Undefined,#,Undefined,Undefined,#,Undefined,,,d,Generation date (NR),,,,,,,,,,,,,
4,,885,MATCHING INFORMATION (R),Undefined,#,Undefined,Undefined,#,Undefined,,,x,Nonpublic note (R),,,,,,,,,,,,,
5,,885,MATCHING INFORMATION (R),Undefined,#,Undefined,Undefined,#,Undefined,,,z,Public note (R),,,,,,,,,,,,,
6,,885,MATCHING INFORMATION (R),Undefined,#,Undefined,Undefined,#,Undefined,,,0,Authority record control number or standard number (R),,,,,,,,,,,,,
7,,885,MATCHING INFORMATION (R),Undefined,#,Undefined,Undefined,#,Undefined,,,1,Real World Object URI (R),,,,,,,,,,,,,
8,,885,MATCHING INFORMATION (R),Undefined,#,Undefined,Undefined,#,Undefined,,,2,Source (NR),,,,,,,,,,,,,
9,,885,MATCHING INFORMATION (R),Undefined,#,Undefined,Undefined,#,Undefined,,,5,Institution to which field applies (NR),,,,,,,,,,,,,
10,,885,MATCHING INFORMATION (R),Undefined,#,Undefined,Undefined,#,Undefined,,,w,Record control number (R),,,,,,,,,,,,,
