Not Mapped,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized),Milestone,
,810,SERIES ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Undefined,*,,,,t,Title of a work (NR),,,,,,,http://rdaregistry.info/Elements/w/P10101,is subseries of,,,,,,,
,810,SERIES ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Undefined,*,,,,t,Title of a work (NR),,,,,,,http://rdaregistry.info/Elements/w/P10102,is issue of,,,,,,,
,810,SERIES ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Undefined,*,,,,t,Title of a work (NR),,,,,,,http://rdaregistry.info/Elements/w/P10411,is special issue of,,,,,,,
,810,SERIES ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Undefined,*,,,,u,Affiliation (NR),,,,,,,http://rdaregistry.info/Elements/w/P10019,is part of work,,,,,,,
,810,SERIES ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Undefined,*,,,,u,Affiliation (NR),,,,,,,http://rdaregistry.info/Elements/w/P10101,is subseries of,,,,,,,
,810,SERIES ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Undefined,*,,,,u,Affiliation (NR),,,,,,,http://rdaregistry.info/Elements/w/P10102,is issue of,,,,,,,
,810,SERIES ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Undefined,*,,,,u,Affiliation (NR),,,,,,,http://rdaregistry.info/Elements/w/P10411,is special issue of,,,,,,,
,810,SERIES ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Undefined,*,,,,v,Volume/sequential designation (NR),,,,,,,http://rdaregistry.info/Elements/m/P30014,has numbering within sequence,,,,,,,
,810,SERIES ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Undefined,*,,,,w,Bibliographic record control number (R),,,,,,,http://rdaregistry.info/Elements/w/P10019,is part of work,,,,,,,
,810,SERIES ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Undefined,*,,,,w,Bibliographic record control number (R),,,,,,,http://rdaregistry.info/Elements/w/P10101,is subseries of,,,,,,,
,810,SERIES ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Undefined,*,,,,w,Bibliographic record control number (R),,,,,,,http://rdaregistry.info/Elements/w/P10102,is issue of,,,,,,,
,810,SERIES ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Undefined,*,,,,w,Bibliographic record control number (R),,,,,,,http://rdaregistry.info/Elements/w/P10198,has related work of work,,,,,,,
,810,SERIES ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Undefined,*,,,,w,Bibliographic record control number (R),,,,,,,http://rdaregistry.info/Elements/w/P10411,is special issue of,,,,,,,
,810,SERIES ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Undefined,*,,,,x,International Standard Serial Number (NR),,,,,,,http://rdaregistry.info/Elements/w/P10019,is part of work,,,,,,,
,810,SERIES ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Undefined,*,,,,x,International Standard Serial Number (NR),,,,,,,http://rdaregistry.info/Elements/w/P10101,is subseries of,,,,,,,
,810,SERIES ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Undefined,*,,,,x,International Standard Serial Number (NR),,,,,,,http://rdaregistry.info/Elements/w/P10102,is issue of,,,,,,,
,810,SERIES ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Undefined,*,,,,x,International Standard Serial Number (NR),,,,,,,http://rdaregistry.info/Elements/w/P10198,has related work of work,,,,,,,
,810,SERIES ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Undefined,*,,,,x,International Standard Serial Number (NR),,,,,,,http://rdaregistry.info/Elements/w/P10366,has ISSN,,,,,,,
,810,SERIES ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Undefined,*,,,,x,International Standard Serial Number (NR),,,,,,,http://rdaregistry.info/Elements/w/P10411,is special issue of,,,,,,,
,810,SERIES ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Undefined,*,,,,,,,,,,,,http://rdaregistry.info/Elements/w/P10198,has related work of work,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/w/P10019,is part of work,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/w/P10101,is subseries of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/w/P10102,is issue of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/w/P10198,has related work of work,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/w/P10411,is special issue of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10019,is part of work,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10101,is subseries of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10102,is issue of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10198,has related work of work,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10411,is special issue of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,a,Meeting name or jurisdiction name as entry element (NR),,,,,,,http://rdaregistry.info/Elements/w/P10019,is part of work,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,a,Meeting name or jurisdiction name as entry element (NR),,,,,,,http://rdaregistry.info/Elements/w/P10101,is subseries of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,a,Meeting name or jurisdiction name as entry element (NR),,,,,,,http://rdaregistry.info/Elements/w/P10102,is issue of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,a,Meeting name or jurisdiction name as entry element (NR),,,,,,,http://rdaregistry.info/Elements/w/P10411,is special issue of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,c,Location of meeting (R),,,,,,,http://rdaregistry.info/Elements/w/P10019,is part of work,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,c,Location of meeting (R),,,,,,,http://rdaregistry.info/Elements/w/P10101,is subseries of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,c,Location of meeting (R),,,,,,,http://rdaregistry.info/Elements/w/P10102,is issue of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,c,Location of meeting (R),,,,,,,http://rdaregistry.info/Elements/w/P10411,is special issue of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,d,Date of meeting or treaty signing (R),,,,,,,http://rdaregistry.info/Elements/w/P10019,is part of work,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,d,Date of meeting or treaty signing (R),,,,,,,http://rdaregistry.info/Elements/w/P10101,is subseries of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,d,Date of meeting or treaty signing (R),,,,,,,http://rdaregistry.info/Elements/w/P10102,is issue of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,d,Date of meeting or treaty signing (R),,,,,,,http://rdaregistry.info/Elements/w/P10411,is special issue of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,e,Subordinate unit (R),,,,,,,http://rdaregistry.info/Elements/w/P10019,is part of work,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,e,Subordinate unit (R),,,,,,,http://rdaregistry.info/Elements/w/P10101,is subseries of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,e,Subordinate unit (R),,,,,,,http://rdaregistry.info/Elements/w/P10102,is issue of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,e,Subordinate unit (R),,,,,,,http://rdaregistry.info/Elements/w/P10411,is special issue of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,f,Date of a work (NR),,,,,,,http://rdaregistry.info/Elements/w/P10019,is part of work,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,f,Date of a work (NR),,,,,,,http://rdaregistry.info/Elements/w/P10101,is subseries of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,f,Date of a work (NR),,,,,,,http://rdaregistry.info/Elements/w/P10102,is issue of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,f,Date of a work (NR),,,,,,,http://rdaregistry.info/Elements/w/P10411,is special issue of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,g,Miscellaneous information (R),,,,,,,http://rdaregistry.info/Elements/w/P10019,is part of work,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,g,Miscellaneous information (R),,,,,,,http://rdaregistry.info/Elements/w/P10101,is subseries of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,g,Miscellaneous information (R),,,,,,,http://rdaregistry.info/Elements/w/P10102,is issue of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,g,Miscellaneous information (R),,,,,,,http://rdaregistry.info/Elements/w/P10411,is special issue of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,k,Form subheading (R),,,,,,,http://rdaregistry.info/Elements/w/P10019,is part of work,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,k,Form subheading (R),,,,,,,http://rdaregistry.info/Elements/w/P10101,is subseries of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,k,Form subheading (R),,,,,,,http://rdaregistry.info/Elements/w/P10102,is issue of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,k,Form subheading (R),,,,,,,http://rdaregistry.info/Elements/w/P10411,is special issue of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,l,Language of a work (NR),,,,,,,http://rdaregistry.info/Elements/w/P10019,is part of work,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,l,Language of a work (NR),,,,,,,http://rdaregistry.info/Elements/w/P10101,is subseries of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,l,Language of a work (NR),,,,,,,http://rdaregistry.info/Elements/w/P10102,is issue of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,l,Language of a work (NR),,,,,,,http://rdaregistry.info/Elements/w/P10411,is special issue of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,n,Number of part/section/meeting (R),,,,,,,http://rdaregistry.info/Elements/w/P10019,is part of work,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,n,Number of part/section/meeting (R),,,,,,,http://rdaregistry.info/Elements/w/P10101,is subseries of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,n,Number of part/section/meeting (R),,,,,,,http://rdaregistry.info/Elements/w/P10102,is issue of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,n,Number of part/section/meeting (R),,,,,,,http://rdaregistry.info/Elements/w/P10411,is special issue of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,p,Name of part/section of a work (R),,,,,,,http://rdaregistry.info/Elements/w/P10019,is part of work,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,p,Name of part/section of a work (R),,,,,,,http://rdaregistry.info/Elements/w/P10101,is subseries of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,p,Name of part/section of a work (R),,,,,,,http://rdaregistry.info/Elements/w/P10102,is issue of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,p,Name of part/section of a work (R),,,,,,,http://rdaregistry.info/Elements/w/P10411,is special issue of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,,,,http://rdaregistry.info/Elements/w/P10019,is part of work,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,,,,http://rdaregistry.info/Elements/w/P10101,is subseries of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,,,,http://rdaregistry.info/Elements/w/P10102,is issue of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,q,Name of meeting following jurisdiction name entry element (NR),,,,,,,http://rdaregistry.info/Elements/w/P10411,is special issue of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,t,Title of a work (NR),,,,,,,http://rdaregistry.info/Elements/w/P10019,is part of work,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,t,Title of a work (NR),,,,,,,http://rdaregistry.info/Elements/w/P10101,is subseries of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,t,Title of a work (NR),,,,,,,http://rdaregistry.info/Elements/w/P10102,is issue of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,t,Title of a work (NR),,,,,,,http://rdaregistry.info/Elements/w/P10411,is special issue of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,u,Affiliation (NR),,,,,,,http://rdaregistry.info/Elements/w/P10019,is part of work,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,u,Affiliation (NR),,,,,,,http://rdaregistry.info/Elements/w/P10101,is subseries of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,u,Affiliation (NR),,,,,,,http://rdaregistry.info/Elements/w/P10102,is issue of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,u,Affiliation (NR),,,,,,,http://rdaregistry.info/Elements/w/P10411,is special issue of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,v,Volume/sequential designation (NR),,,,,,,http://rdaregistry.info/Elements/m/P30014,has numbering within sequence,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,w,Bibliographic record control number (R),,,,,,,http://rdaregistry.info/Elements/w/P10019,is part of work,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,w,Bibliographic record control number (R),,,,,,,http://rdaregistry.info/Elements/w/P10101,is subseries of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,w,Bibliographic record control number (R),,,,,,,http://rdaregistry.info/Elements/w/P10102,is issue of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,w,Bibliographic record control number (R),,,,,,,http://rdaregistry.info/Elements/w/P10198,has related work of work,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,w,Bibliographic record control number (R),,,,,,,http://rdaregistry.info/Elements/w/P10411,is special issue of,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,x,International Standard Serial Number (NR),,,,,,,http://rdaregistry.info/Elements/w/P10019,is part of work,,,,,,,
,811,SERIES ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Undefined,*,,,,x,International Standard Serial Number (NR),,,,,,,http://rdaregistry.info/Elements/w/P10101,is subseries of,,,,,,,
