Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,a,Personal name (NR),,,,,,,http://rdaregistry.info/Elements/w/P10019,is part of work,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,a,Personal name (NR),,,,,,,http://rdaregistry.info/Elements/w/P10101,is subseries of,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,a,Personal name (NR),,,,,,,http://rdaregistry.info/Elements/w/P10102,is issue of,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,a,Personal name (NR),,,,,,,http://rdaregistry.info/Elements/w/P10411,is special issue of,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,b,Numeration (NR),,,,,,,http://rdaregistry.info/Elements/w/P10019,is part of work,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,b,Numeration (NR),,,,,,,http://rdaregistry.info/Elements/w/P10101,is subseries of,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,b,Numeration (NR),,,,,,,http://rdaregistry.info/Elements/w/P10102,is issue of,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,b,Numeration (NR),,,,,,,http://rdaregistry.info/Elements/w/P10411,is special issue of,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,c,Titles and other words associated with a name (R),,,,,,,http://rdaregistry.info/Elements/w/P10019,is part of work,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,c,Titles and other words associated with a name (R),,,,,,,http://rdaregistry.info/Elements/w/P10101,is subseries of,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,c,Titles and other words associated with a name (R),,,,,,,http://rdaregistry.info/Elements/w/P10102,is issue of,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,c,Titles and other words associated with a name (R),,,,,,,http://rdaregistry.info/Elements/w/P10411,is special issue of,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,d,Dates associated with a name (NR),,,,,,,http://rdaregistry.info/Elements/w/P10019,is part of work,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,d,Dates associated with a name (NR),,,,,,,http://rdaregistry.info/Elements/w/P10101,is subseries of,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,d,Dates associated with a name (NR),,,,,,,http://rdaregistry.info/Elements/w/P10102,is issue of,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,d,Dates associated with a name (NR),,,,,,,http://rdaregistry.info/Elements/w/P10411,is special issue of,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,f,Date of a work (NR),,,,,,,http://rdaregistry.info/Elements/w/P10019,is part of work,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,f,Date of a work (NR),,,,,,,http://rdaregistry.info/Elements/w/P10101,is subseries of,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,f,Date of a work (NR),,,,,,,http://rdaregistry.info/Elements/w/P10102,is issue of,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,f,Date of a work (NR),,,,,,,http://rdaregistry.info/Elements/w/P10411,is special issue of,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,g,Miscellaneous information (R),,,,,,,http://rdaregistry.info/Elements/w/P10019,is part of work,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,g,Miscellaneous information (R),,,,,,,http://rdaregistry.info/Elements/w/P10101,is subseries of,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,g,Miscellaneous information (R),,,,,,,http://rdaregistry.info/Elements/w/P10102,is issue of,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,g,Miscellaneous information (R),,,,,,,http://rdaregistry.info/Elements/w/P10411,is special issue of,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,k,Form subheading (R),,,,,,,http://rdaregistry.info/Elements/w/P10019,is part of work,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,k,Form subheading (R),,,,,,,http://rdaregistry.info/Elements/w/P10101,is subseries of,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,k,Form subheading (R),,,,,,,http://rdaregistry.info/Elements/w/P10102,is issue of,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,k,Form subheading (R),,,,,,,http://rdaregistry.info/Elements/w/P10411,is special issue of,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,l,Language of a work (NR),,,,,,,http://rdaregistry.info/Elements/w/P10019,is part of work,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,l,Language of a work (NR),,,,,,,http://rdaregistry.info/Elements/w/P10101,is subseries of,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,l,Language of a work (NR),,,,,,,http://rdaregistry.info/Elements/w/P10102,is issue of,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,l,Language of a work (NR),,,,,,,http://rdaregistry.info/Elements/w/P10411,is special issue of,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,n,Number of part/section of a work  (R),,,,,,,http://rdaregistry.info/Elements/w/P10012,has numbering of part,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,n,Number of part/section of a work  (R),,,,,,,http://rdaregistry.info/Elements/w/P10019,is part of work,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,n,Number of part/section of a work  (R),,,,,,,http://rdaregistry.info/Elements/w/P10079,has numeric designation of musical work,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,n,Number of part/section of a work  (R),,,,,,,http://rdaregistry.info/Elements/w/P10101,is subseries of,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,n,Number of part/section of a work  (R),,,,,,,http://rdaregistry.info/Elements/w/P10102,is issue of,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,n,Number of part/section of a work  (R),,,,,,,http://rdaregistry.info/Elements/w/P10411,is special issue of,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,p,Name of part/section of a work (R),,,,,,,http://rdaregistry.info/Elements/w/P10019,is part of work,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,p,Name of part/section of a work (R),,,,,,,http://rdaregistry.info/Elements/w/P10101,is subseries of,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,p,Name of part/section of a work (R),,,,,,,http://rdaregistry.info/Elements/w/P10102,is issue of,,,,,
,800,SERIES ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Undefined,*,,,,p,Name of part/section of a work (R),,,,,,,http://rdaregistry.info/Elements/w/P10411,is special issue of,,,,,
