Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,d,Copyright holder (R),,,,,,,http://rdaregistry.info/Elements/m/P30141,has contact information,,,,,
,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,e,Copyright holder contact information (R),,,,,,,http://rdaregistry.info/Elements/m/P30141,has contact information,,,,,
,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,g,Copyright date (NR),,,,,,,http://rdaregistry.info/Elements/m/P30007,has copyright date,,,,,
,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,g,Copyright date (NR),,,,,,,http://rdaregistry.info/Elements/m/P30273,has related timespan of manifestation,,,,,
,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,g,Copyright date (NR),,,,,,,http://rdaregistry.info/Elements/m/P30278,has date of manifestation,,,,,
,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,i,Publication date (NR),,,,,,,http://rdaregistry.info/Elements/m/P30008,has date of distribution,,,,,
,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,i,Publication date (NR),,,,,,,http://rdaregistry.info/Elements/m/P30011,has date of publication,,,,,
,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,i,Publication date (NR),,,,,,,http://rdaregistry.info/Elements/m/P30273,has related timespan of manifestation,,,,,
,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,i,Publication date (NR),,,,,,,http://rdaregistry.info/Elements/m/P30278,has date of manifestation,,,,,
,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,j,Creation date (NR),,,,,,,http://rdaregistry.info/Elements/m/P30009,has date of production,,,,,
,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,j,Creation date (NR),,,,,,,http://rdaregistry.info/Elements/m/P30010,has date of manufacture,,,,,
,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,j,Creation date (NR),,,,,,,http://rdaregistry.info/Elements/m/P30273,has related timespan of manifestation,,,,,
,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,j,Creation date (NR),,,,,,,http://rdaregistry.info/Elements/m/P30278,has date of manifestation,,,,,
,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,k,Publisher (R),,,,,,,http://rdaregistry.info/Elements/m/P30083,has publisher agent,,,,,
,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,k,Publisher (R),,,,,,,http://rdaregistry.info/Elements/m/P30088,has place of publication,,,,,
,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,k,Publisher (R),,,,,,,http://rdaregistry.info/Elements/m/P30141,has contact information,,,,,
,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,k,Publisher (R),,,,,,,http://rdaregistry.info/Elements/m/P30176,has name of publisher,,,,,
,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,k,Publisher (R),,,,,,,http://rdaregistry.info/Elements/m/P30297,has name of agent of manifestation,,,,,
,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,k,Publisher (R),,,,,,,http://rdaregistry.info/Elements/m/P30362,has publisher person,,,,,
,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,k,Publisher (R),,,,,,,http://rdaregistry.info/Elements/m/P30391,has publisher collective agent,,,,,
,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,k,Publisher (R),,,,,,,http://rdaregistry.info/Elements/m/P30420,has publisher corporate body,,,,,
,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,k,Publisher (R),,,,,,,http://rdaregistry.info/Elements/m/P30449,has publisher family,,,,,
,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,n,Note (R),,,,,,,http://rdaregistry.info/Elements/m/P30059,has note on copyright date,,,,,
,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,p,Country of publication or creation (R),,,,,,,http://rdaregistry.info/Elements/m/P30086,has place of production,,,,,
,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,p,Country of publication or creation (R),,,,,,,http://rdaregistry.info/Elements/m/P30088,has place of publication,,,,,
