Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,Qualifying information (NR),,,,equivalent manifestation|has equivalent manifestation,,,http://rdaregistry.info/Elements/m/P30024,has equivalent manifestation,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,Qualifying information (NR),,,,also issued as|is also issued as,,,http://rdaregistry.info/Elements/m/P30026,is also issued as,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,Qualifying information (NR),,,,digital transfer of manifestation|has digital transfer of manifestation,,,http://rdaregistry.info/Elements/m/P30029,has digital transfer of manifestation,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,Qualifying information (NR),,,,facsimile of manifestation|has facsimile of manifestation,,,http://rdaregistry.info/Elements/m/P30031,has facsimile of manifestation,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,Qualifying information (NR),,,,reproduced as manifestation|is reproduced as manifestation,,,http://rdaregistry.info/Elements/m/P30039,is reproduced as manifestation,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,Qualifying information (NR),,,,digital transfer of manifestation of|is digital transfer of manifestation of,,,http://rdaregistry.info/Elements/m/P30040,is digital transfer of manifestation of,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,Qualifying information (NR),,,,reproduction of manifestation of|is reproduction of manifestation of,,,http://rdaregistry.info/Elements/m/P30043,is reproduction of manifestation of,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,Qualifying information (NR),,,,preservation facsimile of manifestation of|is preservation facsimile of manifestation of,,,http://rdaregistry.info/Elements/m/P30045,is preservation facsimile of manifestation of,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,Qualifying information (NR),,,,facsimile of manifestation of|is facsimile of manifestation of,,,http://rdaregistry.info/Elements/m/P30047,is facsimile of manifestation of,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,Qualifying information (NR),,,,reprint of manifestation of|is reprint of manifestation of,,,http://rdaregistry.info/Elements/m/P30093,is reprint of manifestation of,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,Qualifying information (NR),,,,electronic reproduction of manifestation of|is electronic reproduction of manifestation of,,,http://rdaregistry.info/Elements/m/P30136,is electronic reproduction of manifestation of,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,Qualifying information (NR),,,,digital transfer of item of|is digital transfer of item of,,,http://rdaregistry.info/Elements/m/P30298,is digital transfer of item of,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,Qualifying information (NR),,,,electronic reproduction of item of|is electronic reproduction of item of,,,http://rdaregistry.info/Elements/m/P30299,is electronic reproduction of item of,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,Qualifying information (NR),,,,facsimile of item of|is facsimile of item of,,,http://rdaregistry.info/Elements/m/P30300,is facsimile of item of,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,Qualifying information (NR),,,,preservation facsimile of item of|is preservation facsimile of item of,,,http://rdaregistry.info/Elements/m/P30301,is preservation facsimile of item of,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,Qualifying information (NR),,,,reprint of item of|is reprint of item of,,,http://rdaregistry.info/Elements/m/P30302,is reprint of item of,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,Qualifying information (NR),,,,reproduction of item of|is reproduction of item of,,,http://rdaregistry.info/Elements/m/P30303,is reproduction of item of,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,Qualifying information (NR),,,,equivalent item|has equivalent item,,,http://rdaregistry.info/Elements/i/P40031,has equivalent item,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,Qualifying information (NR),,,,digital transfer of item|has digital transfer of item,,,http://rdaregistry.info/Elements/i/P40087,has digital transfer of item,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,Qualifying information (NR),,,,electronic reproduction of item|has electronic reproduction of item,,,http://rdaregistry.info/Elements/i/P40088,has electronic reproduction of item,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,Qualifying information (NR),,,,facsimile of item|has facsimile of item,,,http://rdaregistry.info/Elements/i/P40089,has facsimile of item,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,Qualifying information (NR),,,,preservation facsimile of item|has preservation facsimile of item,,,http://rdaregistry.info/Elements/i/P40090,has preservation facsimile of item,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,Qualifying information (NR),,,,reproduced as item|is reproduced as item,,,http://rdaregistry.info/Elements/i/P40092,is reproduced as item,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,d,"Place, publisher, and date of publication (NR)",,,,electronic reproduction of manifestation|has electronic reproduction of manifestation,,,http://rdaregistry.info/Elements/m/P30016,has electronic reproduction of manifestation,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,d,"Place, publisher, and date of publication (NR)",,,,preservation facsimile of manifestation|has preservation facsimile of manifestation,,,http://rdaregistry.info/Elements/m/P30021,has preservation facsimile of manifestation,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,d,"Place, publisher, and date of publication (NR)",,,,equivalent manifestation|has equivalent manifestation,,,http://rdaregistry.info/Elements/m/P30024,has equivalent manifestation,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,d,"Place, publisher, and date of publication (NR)",,,,also issued as|is also issued as,,,http://rdaregistry.info/Elements/m/P30026,is also issued as,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,d,"Place, publisher, and date of publication (NR)",,,,digital transfer of manifestation|has digital transfer of manifestation,,,http://rdaregistry.info/Elements/m/P30029,has digital transfer of manifestation,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,d,"Place, publisher, and date of publication (NR)",,,,facsimile of manifestation|has facsimile of manifestation,,,http://rdaregistry.info/Elements/m/P30031,has facsimile of manifestation,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,d,"Place, publisher, and date of publication (NR)",,,,reproduced as manifestation|is reproduced as manifestation,,,http://rdaregistry.info/Elements/m/P30039,is reproduced as manifestation,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,d,"Place, publisher, and date of publication (NR)",,,,digital transfer of manifestation of|is digital transfer of manifestation of,,,http://rdaregistry.info/Elements/m/P30040,is digital transfer of manifestation of,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,d,"Place, publisher, and date of publication (NR)",,,,reproduction of manifestation of|is reproduction of manifestation of,,,http://rdaregistry.info/Elements/m/P30043,is reproduction of manifestation of,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,d,"Place, publisher, and date of publication (NR)",,,,preservation facsimile of manifestation of|is preservation facsimile of manifestation of,,,http://rdaregistry.info/Elements/m/P30045,is preservation facsimile of manifestation of,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,d,"Place, publisher, and date of publication (NR)",,,,facsimile of manifestation of|is facsimile of manifestation of,,,http://rdaregistry.info/Elements/m/P30047,is facsimile of manifestation of,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,d,"Place, publisher, and date of publication (NR)",,,,reprint of manifestation of|is reprint of manifestation of,,,http://rdaregistry.info/Elements/m/P30093,is reprint of manifestation of,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,d,"Place, publisher, and date of publication (NR)",,,,electronic reproduction of manifestation of|is electronic reproduction of manifestation of,,,http://rdaregistry.info/Elements/m/P30136,is electronic reproduction of manifestation of,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,d,"Place, publisher, and date of publication (NR)",,,,digital transfer of item of|is digital transfer of item of,,,http://rdaregistry.info/Elements/m/P30298,is digital transfer of item of,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,d,"Place, publisher, and date of publication (NR)",,,,electronic reproduction of item of|is electronic reproduction of item of,,,http://rdaregistry.info/Elements/m/P30299,is electronic reproduction of item of,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,d,"Place, publisher, and date of publication (NR)",,,,facsimile of item of|is facsimile of item of,,,http://rdaregistry.info/Elements/m/P30300,is facsimile of item of,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,d,"Place, publisher, and date of publication (NR)",,,,preservation facsimile of item of|is preservation facsimile of item of,,,http://rdaregistry.info/Elements/m/P30301,is preservation facsimile of item of,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,d,"Place, publisher, and date of publication (NR)",,,,reprint of item of|is reprint of item of,,,http://rdaregistry.info/Elements/m/P30302,is reprint of item of,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,d,"Place, publisher, and date of publication (NR)",,,,reproduction of item of|is reproduction of item of,,,http://rdaregistry.info/Elements/m/P30303,is reproduction of item of,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,d,"Place, publisher, and date of publication (NR)",,,,equivalent item|has equivalent item,,,http://rdaregistry.info/Elements/i/P40031,has equivalent item,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,d,"Place, publisher, and date of publication (NR)",,,,digital transfer of item|has digital transfer of item,,,http://rdaregistry.info/Elements/i/P40087,has digital transfer of item,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,d,"Place, publisher, and date of publication (NR)",,,,electronic reproduction of item|has electronic reproduction of item,,,http://rdaregistry.info/Elements/i/P40088,has electronic reproduction of item,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,d,"Place, publisher, and date of publication (NR)",,,,facsimile of item|has facsimile of item,,,http://rdaregistry.info/Elements/i/P40089,has facsimile of item,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,d,"Place, publisher, and date of publication (NR)",,,,preservation facsimile of item|has preservation facsimile of item,,,http://rdaregistry.info/Elements/i/P40090,has preservation facsimile of item,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,d,"Place, publisher, and date of publication (NR)",,,,reproduced as item|is reproduced as item,,,http://rdaregistry.info/Elements/i/P40092,is reproduced as item,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,e,,,,,reprint of item of|is reprint of item of,,,http://rdaregistry.info/Elements/m/P30302,is reprint of item of,,,,Attention: MARCField/MARCSubfield combination does not exist,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,f,,,,,reprint of item of|is reprint of item of,,,http://rdaregistry.info/Elements/m/P30302,is reprint of item of,,,,Attention: MARCField/MARCSubfield combination does not exist,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,g,Related parts (R),,,,electronic reproduction of manifestation|has electronic reproduction of manifestation,,,http://rdaregistry.info/Elements/m/P30016,has electronic reproduction of manifestation,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,g,Related parts (R),,,,preservation facsimile of manifestation|has preservation facsimile of manifestation,,,http://rdaregistry.info/Elements/m/P30021,has preservation facsimile of manifestation,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,g,Related parts (R),,,,equivalent manifestation|has equivalent manifestation,,,http://rdaregistry.info/Elements/m/P30024,has equivalent manifestation,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,g,Related parts (R),,,,also issued as|is also issued as,,,http://rdaregistry.info/Elements/m/P30026,is also issued as,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,g,Related parts (R),,,,digital transfer of manifestation|has digital transfer of manifestation,,,http://rdaregistry.info/Elements/m/P30029,has digital transfer of manifestation,,,,,
,776,ADDITIONAL PHYSICAL FORM ENTRY (R),Note controller,*,,Display constant controller,*,,,,g,Related parts (R),,,,facsimile of manifestation|has facsimile of manifestation,,,http://rdaregistry.info/Elements/m/P30031,has facsimile of manifestation,,,,,
